customer_id,gender,senior_citizen,partner,dependents,count,country,state,city,zip_code,lat_long,latitude,longitude,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,contract,tenure_in_months,monthly_charges_amount,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason
1262-TGKQ,Female,No,No,Yes,1,United States,California,Lake Tina,42392,"43.6484805, 52.016891",-88.720032,16.210105,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,No,Bank transfer,Month-to-month,25,58.16,1454.0,Yes,1,63,4814,
3348-TQQF,Male,Yes,No,Yes,1,United States,California,Port Bryanfort,45761,"85.7947715, 163.697316",-5.6040565,168.259108,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,Yes,Bank transfer,Month-to-month,65,109.9,7143.5,Yes,1,84,2793,Price too high
6462-HODP,Female,No,No,No,1,United States,California,New Kelly,60049,"-64.119784, -159.504852",-87.5761425,-88.50627,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Yes,Mailed check,Two year,5,86.79,433.95,Yes,1,94,4489,Moved
8328-JPDF,Female,Yes,No,No,1,United States,California,Cooperside,24716,"7.778134, 87.146665",-53.706233,-153.023602,No,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Yes,Credit card,One year,71,83.88,5955.48,Yes,1,56,2651,
0104-NWRO,Male,No,Yes,Yes,1,United States,California,East Anthonymouth,87039,"23.016023, 17.793400",17.226357,-82.413457,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,No,No,Bank transfer,One year,24,104.58,2509.92,Yes,1,25,2324,
9451-ZDFZ,Female,Yes,Yes,No,1,United States,California,West Jennifermouth,45364,"7.312216, 37.244898",-37.302583,-43.73846,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,No,Credit card,Two year,43,20.24,870.32,Yes,1,75,7972,
3062-FWCB,Female,Yes,Yes,No,1,United States,California,New Daniel,62585,"-7.6713555, -0.149829",-10.042826,101.173555,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,No,Electronic check,Two year,31,85.25,2642.75,Yes,1,67,5706,Moved
0543-KEIY,Male,No,Yes,Yes,1,United States,California,Michaelton,58158,"-42.081509, -141.930149",-35.048816,30.504014,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Yes,Credit card,One year,34,36.4,1237.6,No,0,61,4997,
1943-ZQLA,Male,No,Yes,No,1,United States,California,North Carolyn,45528,"47.853147, 76.285354",-40.122998,-74.470638,No,No phone service,No,No,Yes,Yes,Yes,No internet service,No internet service,No,Bank transfer,Month-to-month,4,25.37,101.48,No,0,34,4299,
0381-GBVX,Female,No,No,Yes,1,United States,California,South Marcustown,14539,"80.030450, 57.316204",-75.255023,-147.423117,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,No,Electronic check,Two year,69,34.52,2381.88,No,0,75,3960,
1329-WBDU,Female,No,Yes,Yes,1,United States,California,North David,97316,"30.542463, -119.330626",73.6535985,47.798256,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Yes,Mailed check,One year,35,58.23,2038.05,No,0,91,4443,
7497-RDHT,Male,Yes,Yes,No,1,United States,California,West Rodney,87487,"42.1818075, -46.875380",-65.97112,-175.264894,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,No,Mailed check,Two year,42,65.01,2730.42,Yes,1,34,4803,Competitor made better offer
8166-EBPX,Male,No,Yes,Yes,1,United States,California,Amandaview,70907,"-59.333358, 160.362701",-75.9444735,-10.196261,No,Yes,No,No internet service,No,No,Yes,No internet service,Yes,No,Credit card,One year,17,100.96,1716.32,Yes,1,27,7895,Moved
1700-MQWP,Female,Yes,Yes,Yes,1,United States,California,Davisberg,47880,"6.7218935, 109.810575",17.950605,125.106477,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No internet service,Yes,Bank transfer,Month-to-month,10,99.16,991.6,Yes,1,93,7512,Price too high
1779-MAWM,Male,Yes,No,Yes,1,United States,California,Madisonmouth,49053,"-48.832223, 4.732536",-1.007195,16.067566,No,No,DSL,Yes,No,No,No,No internet service,Yes,No,Mailed check,Two year,23,109.44,2517.12,Yes,1,86,3734,Moved
0775-OEXK,Female,Yes,Yes,No,1,United States,California,North Tracyberg,18870,"59.3273645, -73.598543",21.4996155,179.275894,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Yes,Electronic check,Month-to-month,33,21.41,706.53,Yes,1,6,6509,Competitor made better offer
8879-VBOX,Female,Yes,Yes,No,1,United States,California,Jillbury,70214,"-3.903211, -136.563074",86.8455085,-146.35165,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Mailed check,One year,65,56.62,3680.3,Yes,1,30,3218,
0992-MARQ,Female,No,No,Yes,1,United States,California,Port Carmenberg,75825,"-72.463162, -81.537417",-67.1230645,-120.640862,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,No,Electronic check,One year,15,106.02,1590.3,Yes,1,82,7506,Moved
6556-CENU,Female,Yes,Yes,No,1,United States,California,Port Jared,71886,"-19.139392, -25.682143",-13.7927185,-114.833359,No,No phone service,DSL,No,No internet service,No,No,Yes,Yes,Yes,Electronic check,Two year,11,89.82,988.02,No,0,39,2711,
7301-SXZC,Male,No,Yes,No,1,United States,California,North Jerry,56130,"28.1181055, -137.022361",76.9515375,15.679631,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,No,Bank transfer,One year,23,76.82,1766.86,No,0,63,4324,
5284-ACAE,Female,No,No,No,1,United States,California,Patrickfort,64127,"57.4996165, 93.702294",23.293314,-42.344976,No,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,No,Mailed check,Month-to-month,7,37.09,259.63,Yes,1,88,2352,Price too high
9111-ROSY,Female,Yes,No,Yes,1,United States,California,South Jennifermouth,59595,"74.6532925, -2.449709",-36.968253,-100.578803,Yes,Yes,No,Yes,No internet service,No,No,No,Yes,Yes,Credit card,Month-to-month,15,97.58,1463.7,No,0,45,5926,
6965-GXHX,Male,Yes,Yes,Yes,1,United States,California,Lake Kathryn,65742,"-27.3749335, 159.662763",88.3009765,-74.333891,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,No,Yes,Electronic check,Two year,37,85.56,3165.72,Yes,1,10,7516,
1056-KGXQ,Male,Yes,Yes,No,1,United States,California,Gonzalezland,66637,"17.1116635, -160.737942",51.1858315,-148.82578,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Yes,Credit card,One year,53,107.91,5719.23,Yes,1,2,6610,Price too high
3348-IKHW,Female,No,Yes,No,1,United States,California,Flynnshire,47061,"-19.8495415, 26.331201",53.555124,-94.573504,No,Yes,No,No internet service,No,No,Yes,Yes,Yes,No,Bank transfer,One year,62,48.94,3034.28,No,0,41,2887,
8837-FXBS,Female,Yes,No,No,1,United States,California,New Russellshire,14852,"-71.711768, 98.451403",30.02375,-137.470837,No,No,No,No,No,No internet service,No,No internet service,No,Yes,Electronic check,Two year,18,70.53,1269.54,No,0,90,7794,
9550-YUZJ,Female,Yes,No,Yes,1,United States,California,Robinview,16490,"-78.866309, -82.838142",-44.917374,168.826006,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,No,Credit card,One year,58,107.13,6213.54,Yes,1,84,3972,Moved
2933-YDKP,Female,Yes,Yes,Yes,1,United States,California,Butlerside,11287,"-21.414886, -125.181744",33.683242,-97.354969,No,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Yes,Electronic check,Two year,45,31.36,1411.2,No,0,96,3943,
5802-QEII,Female,Yes,No,Yes,1,United States,California,Harrismouth,30828,"-2.935395, -134.188747",-38.290221,60.773294,No,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,Yes,No,Mailed check,Month-to-month,50,38.65,1932.5,Yes,1,5,6809,Competitor made better offer
6120-HHMJ,Male,Yes,Yes,Yes,1,United States,California,Brentland,11647,"-62.4485485, 156.407440",44.3958755,101.090334,No,No,DSL,Yes,Yes,No,Yes,No,No,No,Electronic check,Two year,13,30.13,391.69,No,0,3,4043,
5270-CYES,Male,No,Yes,No,1,United States,California,West Elizabethberg,87161,"74.402466, -126.957186",5.679541,147.078885,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Yes,Electronic check,Month-to-month,23,46.74,1075.02,Yes,1,22,3769,Price too high
5676-PVRN,Male,Yes,No,Yes,1,United States,California,Hopkinsland,82205,"-76.1515015, -170.407179",28.5584325,-149.966758,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Yes,Electronic check,Month-to-month,60,84.91,5094.6,No,0,74,3872,
9003-JEVR,Female,No,No,No,1,United States,California,Josebury,90247,"19.5249585, -25.021250",-64.03221,109.724213,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No,No,Credit card,Two year,55,42.74,2350.7,Yes,1,45,2566,Competitor made better offer
8742-VLRP,Female,No,Yes,No,1,United States,California,Hillmouth,98820,"-70.367387, 25.308811",-26.5176175,20.087236,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,No,Credit card,One year,48,34.36,1649.28,No,0,50,3326,
2104-ZLCI,Male,Yes,No,Yes,1,United States,California,North Aliciafurt,72459,"89.906475, -24.383872",-30.541779,33.074345,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Credit card,One year,31,23.04,714.24,Yes,1,71,4354,
6999-ISKT,Male,Yes,No,No,1,United States,California,West Ryan,7498,"-2.4371715, 158.424307",7.9474775,167.572138,Yes,No phone service,No,No internet service,No,Yes,No,No,Yes,No,Bank transfer,Two year,0,74.38,0.0,No,0,91,7196,
7617-QOPX,Male,Yes,No,No,1,United States,California,Fletchermouth,87827,"-15.2200975, 99.062802",83.7235135,154.95074,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,Yes,Yes,Credit card,Two year,72,35.39,2548.08,No,0,80,7167,
9232-VNUA,Male,Yes,No,No,1,United States,California,New Robin,81522,"28.869052, -121.790702",-55.087475,110.52605,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,No,Credit card,Month-to-month,8,47.01,376.08,No,0,36,4872,
2741-XVZO,Female,No,Yes,No,1,United States,California,West Kimberlytown,57357,"-38.4273965, -149.558062",42.192639,1.52202,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,No,Credit card,Two year,27,75.05,2026.35,No,0,22,6141,
7122-WOWZ,Female,Yes,No,No,1,United States,California,Madelineland,30431,"-81.9566975, 60.686519",57.4181595,129.360252,No,Yes,DSL,Yes,No internet service,No,No,No,Yes,Yes,Bank transfer,Two year,3,56.36,169.08,Yes,1,47,4242,
3566-BZPX,Female,No,No,Yes,1,United States,California,Perezfort,73577,"64.2111025, 98.835990",-36.370219,-8.840727,No,No,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,Electronic check,One year,32,93.2,2982.4,No,0,43,5423,
2295-ETXR,Female,No,Yes,No,1,United States,California,Williamton,26563,"9.1459755, 6.758376",-45.3270285,-74.391768,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,No,Credit card,Month-to-month,10,96.79,967.9,No,0,71,2895,
3137-XQPE,Male,Yes,No,Yes,1,United States,California,South Jason,46940,"80.982446, 138.805269",56.7461085,51.260096,No,No,No,No,No internet service,No,No internet service,No,Yes,Yes,Electronic check,Two year,46,101.73,4679.58,Yes,1,73,2363,Price too high
1795-RWOD,Female,Yes,No,Yes,1,United States,California,East Alexfort,88661,"-23.2568325, -120.443384",-40.0525295,-165.407903,No,No phone service,No,Yes,Yes,Yes,Yes,No,No internet service,No,Electronic check,Month-to-month,14,77.61,1086.54,Yes,1,18,5521,Price too high
8953-UZQZ,Female,Yes,No,Yes,1,United States,California,West Stacy,45899,"-4.935115, -62.558121",27.20673,-152.275885,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,One year,5,98.78,493.9,Yes,1,18,3413,Moved
1852-URWT,Female,No,No,No,1,United States,California,Manuelborough,30232,"64.1539005, 52.685515",-12.932229,-19.053441,Yes,No,No,No,No internet service,No,No internet service,Yes,No,No,Credit card,Two year,51,23.61,1204.11,Yes,1,32,5074,
6292-QSZL,Female,No,Yes,No,1,United States,California,Port Anthony,81136,"82.453629, -68.042666",67.005872,81.804947,No,No,DSL,No,No internet service,No,Yes,Yes,No,Yes,Credit card,Two year,8,75.53,604.24,No,0,41,7636,
0546-TSJX,Female,Yes,Yes,No,1,United States,California,Anitaton,97691,"-1.803932, -148.026874",-37.6956555,89.300059,No,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Bank transfer,Month-to-month,6,84.64,507.84,No,0,96,5636,
7374-HTWH,Male,Yes,Yes,No,1,United States,California,New Christina,21565,"73.7554255, -56.361359",-33.484672,33.009892,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,No,Bank transfer,Two year,17,38.08,647.36,No,0,81,5787,
6951-NUHU,Female,No,Yes,No,1,United States,California,Melissaland,55888,"20.785282, -55.916256",-87.848861,-144.77002,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Yes,Bank transfer,One year,7,45.68,319.76,No,0,31,4957,
7666-KHPD,Female,No,Yes,No,1,United States,California,Tylertown,67047,"-14.0268165, -128.587526",38.550864,137.437915,No,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,Yes,Credit card,Month-to-month,19,21.79,414.01,Yes,1,85,2653,Moved
8624-WCVJ,Female,Yes,Yes,No,1,United States,California,Fordborough,99815,"25.405911, -99.902927",58.434086,-38.987847,Yes,No phone service,No,No internet service,No,No,No,Yes,No internet service,Yes,Bank transfer,One year,31,29.86,925.66,Yes,1,12,6416,Moved
0932-MONB,Female,No,Yes,Yes,1,United States,California,Port Jamie,39087,"-70.008042, 3.415799",-56.3526895,133.229058,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,Yes,Credit card,Two year,62,96.44,5979.28,No,0,11,3879,
4980-QMSC,Male,Yes,No,Yes,1,United States,California,Jacobborough,72951,"74.378896, 74.431946",47.103369,170.97279,No,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Mailed check,Month-to-month,21,68.23,1432.83,Yes,1,15,3504,Price too high
8197-HYWS,Female,Yes,Yes,Yes,1,United States,California,Arellanoland,8089,"15.325236, -138.963726",73.571012,-155.369803,Yes,No phone service,No,Yes,No,No,Yes,Yes,No,No,Mailed check,Two year,40,29.35,1174.0,No,0,74,2265,
1983-GUOC,Female,Yes,Yes,Yes,1,United States,California,Pierceside,1108,"-61.442315, 125.222133",-86.207934,-116.691787,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Credit card,One year,50,104.99,5249.5,Yes,1,50,6698,Competitor made better offer
2484-CJBW,Female,No,Yes,Yes,1,United States,California,Jeffreyshire,9771,"41.066384, -118.434392",-29.414025,136.347493,No,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,No,Credit card,Two year,68,100.35,6823.8,No,0,94,2160,
1962-PQMK,Male,No,Yes,No,1,United States,California,North Brett,33479,"39.556047, -64.200798",-72.78408,23.697414,No,Yes,DSL,No internet service,No,No,No,Yes,No,Yes,Credit card,Month-to-month,7,95.0,665.0,No,0,32,5393,
3945-ANQT,Male,Yes,No,No,1,United States,California,Francisfurt,12469,"17.300742, 156.726778",79.883809,-78.80159,Yes,No,No,Yes,Yes,Yes,No internet service,No,No,Yes,Electronic check,One year,19,92.8,1763.2,No,0,73,7290,
7426-UFGT,Female,Yes,No,No,1,United States,California,Jamesmouth,42212,"60.1793565, 172.407509",66.0519375,126.024839,No,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,No,Electronic check,One year,20,79.92,1598.4,No,0,70,6457,
9872-NAZG,Female,No,No,No,1,United States,California,North Pamborough,3479,"28.056557, -108.502669",-41.575147,-14.525197,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,No,Bank transfer,Month-to-month,62,69.41,4303.42,No,0,54,5241,
6897-CJOA,Female,No,No,No,1,United States,California,East Dennis,58155,"64.164309, -46.366749",-67.358963,126.920148,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,Yes,No,Electronic check,One year,20,116.39,2327.8,No,0,15,5534,
9963-BYID,Male,No,No,Yes,1,United States,California,New Dylanbury,37375,"-61.6644105, -31.297752",17.4253615,-21.57341,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,No,Bank transfer,One year,31,59.87,1855.97,Yes,1,51,3718,
2028-SEXR,Male,Yes,No,Yes,1,United States,California,Luisside,43249,"-89.856270, -79.473333",25.534348,29.488707,No,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,No,Credit card,Month-to-month,22,37.07,815.54,Yes,1,27,5763,
6504-XAZD,Male,No,No,No,1,United States,California,Port Ericview,39758,"-4.810864, -81.183147",26.10536,-96.25345,No,No,No,No,No internet service,No,No internet service,Yes,Yes,No,Credit card,Month-to-month,11,81.86,900.46,No,0,88,5823,
3461-PRRR,Male,No,No,Yes,1,United States,California,East Raven,11560,"-4.4556775, -106.817703",-81.729556,22.952941,No,No,Fiber optic,No,No,No,Yes,No,Yes,No,Bank transfer,Month-to-month,52,114.64,5961.28,No,0,93,6055,
6034-BRJR,Female,No,No,Yes,1,United States,California,West Robertmouth,91674,"-56.804108, 158.406689",-74.1383075,-126.471005,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Yes,Bank transfer,One year,4,114.18,456.72,Yes,1,30,4661,
4105-HGSH,Female,Yes,Yes,No,1,United States,California,New Lori,23194,"-8.535705, 109.015400",-48.1475825,-53.435507,Yes,No,No,No,Yes,Yes,Yes,Yes,No internet service,No,Mailed check,Month-to-month,7,35.72,250.04,No,0,55,4726,
9653-LFVA,Male,Yes,No,Yes,1,United States,California,Megantown,82024,"-26.8742045, -33.513277",-84.7094005,7.483815,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,No,Mailed check,Two year,69,66.03,4556.07,No,0,17,5254,
3019-BXDU,Male,Yes,No,Yes,1,United States,California,Bonniemouth,71137,"-5.1673345, -60.557375",24.1395645,110.110749,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,No,Electronic check,One year,53,79.63,4220.39,Yes,1,48,6757,Price too high
4585-YDHN,Male,Yes,Yes,No,1,United States,California,Christophermouth,53146,"-24.412493, -75.921579",-58.5230045,-10.940007,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Yes,Credit card,Month-to-month,28,52.82,1478.96,Yes,1,39,3955,
0094-EYEK,Female,No,No,Yes,1,United States,California,South Bryanfort,32133,"60.8397485, 104.541779",-30.0140155,-31.567467,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Mailed check,One year,39,77.08,3006.12,Yes,1,79,6132,Competitor made better offer
6187-ZEWY,Male,No,Yes,Yes,1,United States,California,North Justinstad,92935,"-38.134751, -69.821723",27.3315775,-52.225436,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Bank transfer,One year,14,103.4,1447.6,No,0,24,7507,
3075-PQQT,Male,Yes,Yes,Yes,1,United States,California,Davismouth,60514,"27.1659685, -3.811258",-15.855056,43.626159,Yes,Yes,No,Yes,No,No internet service,No internet service,No,No internet service,No,Mailed check,Month-to-month,32,61.0,1952.0,No,0,17,5427,
7585-GLHA,Female,No,Yes,Yes,1,United States,California,East Janet,47044,"-15.7849175, -5.464003",76.093951,86.642749,No,Yes,No,No internet service,Yes,No internet service,No,No,No internet service,Yes,Credit card,One year,69,79.21,5465.49,Yes,1,54,2417,Price too high
4935-SARC,Female,Yes,No,Yes,1,United States,California,North Michelechester,17540,"80.818948, -73.492835",-56.145686,33.162565,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Yes,Bank transfer,One year,15,117.38,1760.7,No,0,67,7102,
3714-SUUK,Male,Yes,No,Yes,1,United States,California,Jefferyport,57989,"89.9299495, 126.659638",-55.514677,-11.238354,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Electronic check,Two year,26,114.74,2983.24,No,0,30,5704,
8629-XWIH,Male,No,No,Yes,1,United States,California,South Jenniferberg,88794,"-57.051638, -64.075019",-51.396119,37.512258,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,Yes,No,Credit card,Month-to-month,42,69.37,2913.54,No,0,19,6827,
7940-HHZQ,Female,No,No,Yes,1,United States,California,South Caseyberg,21518,"64.875083, 88.295561",20.293117,153.935745,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Yes,Mailed check,One year,27,69.63,1880.01,No,0,88,6875,
5171-LALO,Female,No,No,No,1,United States,California,North Jonathanshire,93796,"-11.109279, -16.930477",-49.9013675,130.305329,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Yes,Credit card,Two year,67,28.6,1916.2,No,0,18,4057,
4212-JAML,Female,No,Yes,No,1,United States,California,Wilsonport,27500,"33.389462, -179.467264",-66.6779445,-170.626587,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Yes,Bank transfer,One year,23,31.6,726.8,Yes,1,66,7052,Competitor made better offer
4070-KEIW,Female,Yes,No,Yes,1,United States,California,Lake Stephaniemouth,31592,"-32.1635575, -174.119375",-28.745877,-130.104926,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Bank transfer,Month-to-month,12,28.72,344.64,No,0,83,4004,
2707-LAFI,Male,Yes,Yes,Yes,1,United States,California,Tracychester,78773,"24.318057, 123.680294",88.1690605,-130.040773,No,Yes,DSL,No internet service,Yes,No,No,No,No,Yes,Credit card,Two year,44,37.72,1659.68,Yes,1,70,2357,Competitor made better offer
3879-HTYT,Female,Yes,Yes,No,1,United States,California,West Markshire,6727,"81.6402095, -12.061607",63.115703,8.63336,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,No,Credit card,Two year,69,85.7,5913.3,No,0,67,3611,
